product_names,product_prices,category
"hp wifi color printer 2720 all in one (e print, air print )","Rs. 21,999",computer products
Bat Logo Laptop Back Vinyl Skin- For All Laptops,Rs. 399,computer products
"Laptop Table for Bed, Adjustable Portable Gaming laptop Metal Stand, Mini Support Wooden Sheet Tray for Sofa, Strong iron made Cheap Portable Folding Table for Study, Best Laptop Desk for Kids, Water proof Desk Foldable for Home, Quality Desk for Office","Rs. 1,399",computer products
Bluetooth Wireless Mouse Mute Mouse For Laptop Computer PC Tablet Mini Ultra-Thin Single-Mode Battery Silent Gaming Mouse Mice,Rs. 899,computer products
Universal Multi Travel Adapter Converter US AU UK To EU Plug European Europe Universal Multi Socket 16A with Safety Shutter,Rs. 159,computer products
WiWU ISHIELD Hard Shell macbook case for m1 air 2020 13.3 new air (A2179) 2022 air Laptop Case Anti-scratch Macbook Body Protector Soft Rubber Feet Full Access Two Piece Installation Slim Profile Anti-Scratch,"Rs. 3,040",computer products
Suitable for EPSON Print Head Ribbon and Sensor Cable L110/L210/L220/L350/L355/L360/L380/L550/L565,Rs. 754,computer products
Dell Chromebook 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz Like New Laptops,"Rs. 14,249",computer products
Daraz Like New Laptops - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG),"Rs. 13,899",computer products
Cat Headphone Wireless Bluetooth Headphone Headset Cat Ear LED Light Up Wireless Headphones for Mobile Phone PC or Laptop,"Rs. 1,919",computer products
USB Hub 3.0 4 Port And 4 LED Indicator For Laptop PC Computer And Mobile Charging - High Speed 5Gbps USB Hub 3.0 4 Port Expansion Adapter Splitter For Laptop PC Computer Mobile Charging OTG Desktop PC,Rs. 499,computer products
3d pen - printing and drawing pen - upgraded Intelligent 3d - kids toys - painting and drawing tool - toys for boys and girls - magic pen - printing pens with lcd display 1.75 mm PLA/ABS filament supported,"Rs. 3,114",computer products
"Art Brain Laptop Back Skin-Laptop Skin Vinyl Sticker Decal, 13 13.3 14.6 15 15.4 15.6 inch Laptop Skin Sticker Cover For All Laptops",Rs. 450,computer products
300Mbps USB2.0 WIFI Wireless Network Adapter Dongle + Antenna 802.11n/g/b LAN Card,Rs. 909,computer products
Mini Wireless Keyboard -Backlit,"Rs. 1,049",computer products
Kawaii Sanrio Kuromi Lanyard My Melody Cinnamoroll Student Beauty iPhone Phone Case Backpack Dolls Pendant Charm Toy Girls Gifts Cherry Super Store,Rs. 241,computer products
"Large size Mousepad | Non Slip Large Size Mousepad | Dual Side Desk Mat For Office Desk , Computer Table, Laptop Mat",Rs. 405,computer products
15 M High Temperature Resistance Adhesive Cloth Tape for Cable Harness Car Auto Heat Sound Isolation Width 9/15/25 MM,Rs. 390,computer products
Gaming Ram 8GB DDR3 1600Mhz For Computers,"Rs. 3,750",computer products
S900 Cooling Pad For 14-17 Inch Laptops Gaming Notebook Dual USB Ports Adjustable Height RGB Laptop Cooling Pad Stand,"Rs. 3,099",computer products
"Cassette Tape To CD Converter Via USB, Portable USB Cassette Player Capture MP3 Audio Music, Compatible With Laptop and Personal Computer, Convert Walkman Tape Cassette To MP3 Format","Rs. 5,499",computer products
"7-in-1 multi-function Computer Cleaning Tool Kit, brush, screen cleaner, Flocking Sponge etc., Cleaning Kit, Pink & White","Rs. 1,050",computer products
"Pack of 100 Cotton Fabric Tissues, Makeup Remover, Wipes, Kitchen Napkins, Dish Cloth Towel, Travelling Tissues",Rs. 270,computer products
Stickerless 56mm Moyu Rubiks Cube 3x3,Rs. 299,computer products
Gaming Mouse Pad Logilily L-16 Gaming MousePad Silk-Gliding,Rs. 192,computer products
"Camelion CR2032 / CR 2032 3V Lithium-Ion Button Cell Battery for Watches, Weight Scales, Calculators, Car Remote, Motherboards etc - 1 Piece",Rs. 147,computer products
Mouse With 7 LED RGB Backlit | RGB Mouse Wired Gaming Mouse | Latest Model | Computer Mouse For Gaming,Rs. 380,computer products
5 IN 1 Gadget Cleaner Keyboard Cleaner Brush Key Puller Handsfree Cleaner Earbuds Cleaner Accessories Cleaner,Rs. 294,computer products
"Universal Laptop Back Skin-Laptop Skin Vinyl Sticker Decal, 13 13.3 14.6 15 15.4 15.6 inch Laptop Skin Sticker Cover For All Laptops",Rs. 450,computer products
"USB Bluetooth Audio Adapter - Bluetooth Music Receiver - 3.5mm Stereo - For Car AUX, Home Speakers, PC, Cellphone",Rs. 299,computer products
laptop 500GB Hard Disk Slim 2.5 Inch video Hard Drive-Internal For laptop With 6month warranty,"Rs. 2,100",computer products
"3D Pen for 3D Printing, 3D printing Drawing Pen with 3 x 1.75mm ABS/PLA Filament for Creative Modelling, USB 3D pen, Creative Learning for Children Kids as Toys, DIY Arts & Crafts Boy Girls","Rs. 2,575",computer products
"UGREEN Wireless Mouse, 4 Silent Buttons, Bluetooth 5.0 2.4G with USB Mini Receiver Wireless Mice, 4000DPI Ambidextrous for PC Mac Laptop","Rs. 4,164",computer products
Ugreen RJ45 Connector Cat7 6 5e Ethernet Adapter 8P8C Network Extender Extension Cable for Ethernet Cable Female to Female,"Rs. 1,053",computer products
Screwdriver Set 25 in 1 With Case Multifunctional Torx Opening Mobile Repairing Tools For Mobiles Phones Cell Phone Tablets Computers Repair Mini Hand Tool Kit,Rs. 799,computer products
S900 Cooling Pad For 14-17 Inch Laptops Gaming Notebook Dual USB Ports Adjustable Height RGB Laptop Cooling Pad Stand,"Rs. 3,099",computer products
HP DeskJet 2710 All-in-One Printer - (Print Scan Wifi) - With 1 Year Warranty,"Rs. 22,399",computer products
P-H-I-L-I-P-S G404 ESPORTS RGB RAINBOW LIGHT USB Wired Mechanical Keyboard With LED RGB Backlight Black for Professional Gaming Users,"Rs. 4,655",computer products
"Speakers FT-165 for PC, LAPTOP, LED, Tv, high bass multimedia speakers","Rs. 1,999",computer products
78A Black Chinese LaserJet Toner Cartridge for Hp Printers,"Rs. 1,999",computer products
Original Triangle Fascial Deep Tissue Muscle Fitness Rechargeable Full Body Relaxation Pain Relief Machine for Unisex Chargeable Facial Muscle Massage 32 speeds 8X Heads Cordless Rechargeable Handheld Body Shaping Exercise Massager,"Rs. 4,699",computer products
"Laptop Ram 8Gb DDR3 PC3L 12800, 1600 Mhz","Rs. 3,250",computer products
Core i5 4690 Gaming PC - Processor Upto 3.70 GHz - 4th Generation - 4GB RAM DDR3 - 500GB HDD - 80 games intalls and gift 1 GB Graphice Card,"Rs. 21,999",computer products
5 in 1 Cleaner Kit Camera Phone Tablet Laptop Screen Cleaning Tools Earphone Cleaning Brush Pen For Airpod Pro 3 2 1,"Rs. 3,000",computer products
Alfa Net Wifi Wireless-N USB Adapter Antenna Receiver Catcher - Soft AP Utility Super Fast 2.4 GHz 150 / 300 Mbps High Speed IEEE 802.11bgn Internet Dongle Network Card Windows Linux Computer Laptop PC,Rs. 601,computer products
Air Mouse for Android and Smart TV Remote / Fly Air Mouse,"Rs. 1,290",computer products
Circuit Board - 6x4 Inch Copper Sheet One Sided Clad Plate Laminate Board for DIY,Rs. 249,computer products
HDMI female to VGA male converter with audio projector HD computer display set-top box connector cable,Rs. 800,computer products
dell Desktop 9010 Tower PC - Intel Core i7-3770 3.2GHz 8GB 500GB DVDRW Windows 10 Professional,"Rs. 29,299",computer products
USB Optical luminous Gaming Mouse LED Light Wired For Computer,Rs. 430,computer products
COMPUTER AND LAPTOP WIRED MOUSE,Rs. 289,computer products
Dell Latitude E7470 - Core i7 6th Generation - 16GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,"Rs. 59,499",computer products
HP 78A Black Compatible LaserJet Toner Cartridge,"Rs. 2,299",computer products
"Laptop Table for Bed, Folding laptop Metal Stand, Portable Gaming laptop table Stand, Mini","Rs. 1,399",computer products
"Portable Cooling Neck Fan, Rechargeable USB, 360° Rotation, Wearable Neck Fan Air Conditioner","Rs. 1,283",computer products
DisplayPort to DVI DVI-D Dual Link Cable Genuine DP To DVI Branded 2 Meters,Rs. 799,computer products
"FANTECH VX6 / X15 Phantom II RGB Gaming Mouse With 6 Programmable Buttons Optical Sensor Up to 60 IPS / 20G Acceleration On-the-fly Adjustable DPI / 400-7,200 DPI - Black","Rs. 3,399",computer products
"Daraz Like New Laptops - HP Elitebook 850 G6 Core i5 8th Gen, 16GB RAM, 256GB SSD, 15.6″ FHD IPS LED","Rs. 107,499",computer products
1 Piece Cute Cartoon Anime Bear Transparent Mobile Phone Chain Fashion Bag Charms Lovely Phone Strap Keychain Decoration Cherry Super Store,Rs. 258,computer products
Desktop Harddrive 500 Gb / SATA Hard drive with 100% Health(whole rate),"Rs. 2,100",computer products
Alphabet Letter Number Silicone Mold DIY Alphabet Mold Pendant Keychain Mold Yao Store,"Rs. 1,717",computer products
FT-163 / FT-165 speakers New Equal of FT 165 Prime Multimedia Woofer Speaker For Laptop Computer Led Lcd Speaker,Rs. 995,computer products
"Wireless IP Camera 360 view Rotatable, HD WiFi CCTV Surveillance Camera PTZ Night Vision - Two Way Audio SD Card Slot V380","Rs. 3,999",computer products
Wolf Totem V5 Ergonomic Design Mechanical Feel RGB LED Backlit Gaming Keyboard,"Rs. 2,799",computer products
POWER CABLE FOR PC .PRINTER POWER CORD 1 METER,Rs. 128,computer products
Wireless Mouse Bluetooth Pink Mouse [Akko]Cute Hamster with Ergonomic Design for laptop/pc,Rs. 790,computer products
Print Your Company Logo on Mousepad,Rs. 250,computer products
Daraz Like New Laptops - HP EliteBook 840 G3 - Core i5 6th Generation - 8 GB RAM - 128GB SSD 500GB HDD- 14inch Screen - FREE LAPTOP BAG (WINDOWS 10 REGISTERED),"Rs. 53,749",computer products
Lenovo Gaming PC -Gaming pc i5 3rd gen m91p- 8GB Ram 500GB Hard 1GB Graphic Card-Fully customizable pc,"Rs. 18,810",computer products
Portable Mini Fan Usb Charging rechargable battery,Rs. 510,computer products
Lamgool Portable Fan USB Rechargeable Hanging Mini Fan Keychain Hand Fan Protable Air Conditioner For Home And Travel,"Rs. 1,436",computer products
Stepless Dimming PC Monitor Lamp Bar Eye-caring LED Compute Desk Screenbar Light USB Display Screen Hanging Light for Reading,"Rs. 3,699",computer products
WiFi Router Power Bank 12v Volts UPS Technology | 15000 plus+ mah | 6 to 8 hours gauranteed backup 20000 plus+ mAh | 9 to 12 Hours Guaranteed Backup | Tp Link-Tenda-PTCL | Fiber Base Router,"Rs. 3,199",computer products
Microbots M2 - 2242 Breakable/Multi sizes NGFF SATAIII Computer Hard 128 GB SSD Laptops Desktop Notebook Solid-State Drives,"Rs. 2,939",computer products
3D Pen upgrade Intelligent 3D Printer,"Rs. 2,650",computer products
RGB-Gaming mic | Microphone in Pakistan | Mic for recording | gaming mic for mobile | Bm800 mic | Bm800 microphone,"Rs. 4,499",computer products
Hp Elitebook 820G4 - Core i5 7th Generation - 16GB RAM - 128GB SSD + 500GB HDD- 12.5 inch Screen - FREE LAPTOP BAG (WINDOWS 11 LICENSED),"Rs. 57,249",computer products
Hanging Neck Fan for Kitchen Folding Fan Wearable Portable fan Neckband Mini Fan USB Chargeable Multicolour,"Rs. 1,238",computer products
5 in 1 Gamepad Keyboard for Mobile Game Mouse and Keyboard Set Kit M1 Bluetooth Controller for Phone Tablet PUBG Android Plug and Play Keyboard Mouse Converter PUBG call of Duty Controller Trigger Gaming Converter Adapter With Holder for iOS & Android,"Rs. 9,399",computer products
HP DeskJet 2710 All-in-One Printer - (Print Scan Wifi) - With 1 Year Warranty,"Rs. 20,999",computer products
Daraz Like New Laptops - Lenovo Chromebook 100E Intel Celeron 4GB RAM 16GB Chrome OS (FREE LAPTOP BAG),"Rs. 15,499",computer products
"3D Carbon Fibre Skin Decal Wrap Sticker Case Cover For 17"" PC Laptop Notebook 3D Carbon Fibre Skin Decal Wrap Sticker Case Cover For 17"" PC Laptop Notebook 3D Carbon Fibre SkinDecal Skin for Macbook Vinyl Sticker Laptop Stickers, Car Sticker Window Decals",Rs. 161,computer products
Cat Cartoon Mini usb charging small fan mute foldable desktop fan / Hanging Neck Fan for Kitchen Rechargeable for Girls Working Traveling Office Reading Folding Fan Wearable Portable Neckband Mini Fan 360 Degrees USB Chargeable,Rs. 830,computer products
2-In-1 USB Bluetooth Receiver Adapter HiFi Wireless Adapter with 3.5mm AUX Cable for TV PC Car,Rs. 812,computer products
"Lenovo Thinkpad T460 14-Inch Laptop ( Intel Core i5-6300U Dual-Core 2.4GHz, 8GB DDR3, 500GB HDD, Windows 10 Pro","Rs. 41,499",computer products
Candy-colored Mini fan rechargeable USB Fan rechargeable portable electric fan Mini/Hand-Held Fans hanging neck fan rechargeable Outdoor Sports Electric Fan folding fan Mini handheld Candy-colored Summer mini electric fan,"Rs. 1,360",computer products
FANTECH FB301 TURBINE RGB Cooling Fan For Pc Casing With Controller Box and Remote - Set of 3,"Rs. 7,999",computer products
64 GB USB flash drive micro otg Good Speed 3.0/2.0 Flash Memory Stick USB Drive 2 in 1 High Speed Pendrive,Rs. 699,computer products
Gaming Laptop Table Stand With Cooling Fan Dual High Speed Foldable Dormitory Ergonomic Portable For Drawing Notebook Reading Food Breakfast Serving With Inbuild Tablet And Cup Holder Slots For Bed Couch Sofa Floor - Black Wooden Dark Brown Pink,"Rs. 1,449",computer products
"Daraz Like New Laptops - HP ProBook X360 11 G2 2-in-1 11.6 Inch Touchscreen, Intel Core M3 7th Gen 8GB RAM, 128GB SSD, Windows 10 Pro","Rs. 33,699",computer products
7 in 1 Computer Keyboard Cleaner Brush Kit Earphone Cleaning Pen For iPad Phone screen cleaner Cleaning Tools Keycap Puller Kit,Rs. 948,computer products
Desk Fan High Velocity Electric Fan USB Rechargeable Student Fan Cat Ear Design Mini Fan Portable Hand Held Fan,Rs. 808,computer products
HP 2320 Color and Black All-in-One Printer - ( Print - Copy - Scan ) 1 Year Warranty,"Rs. 16,699",computer products
"Wireless Mouse - Black, Wireless Mouse for Laptop, USB Mouse for all type of devices black",Rs. 599,computer products
"Daraz Like New Laptops - HP EliteBook 840 G3 Core i5 6th Gen/8GB/256GB SSD/14"" LED","Rs. 56,499",computer products
Premium Original Quality Samsung Bar Plus Flash drive USB Original Samsung 3.1 Flash drives 8GB/16GB/32GB/64GB/128 GB USB Metal Body High Speed Flash Memory Stick Pen Drive Metal Body Imported USB Samsung 3.1 Flashes Drives Bar Plus USB - Silver,Rs. 460,computer products
"NVIDIA GEFORCE GT 730 2GB, GDDR5, GAMING GRAPHIC CARD, VIDEO CARD, GTA5, PUBG,","Rs. 5,600",computer products
Woodary Laptop Table Stand Foldable Dormitory Ergonomic Portable For Drawing Notebook Reading Food Breakfast Serving With Inbuild Tablet And Cup Holder Slots For Bed Couch Sofa Floor - Noir Beech Walnut,"Rs. 1,599",computer products
"FT-2031 USB Multimedia Woofer Speaker For Computer ,Woofer Speaker For Laptop, Best Woofer Speaker For Mobile And Table USB Woofer Speakers High Quality Product","Rs. 1,199",computer products
Portable Mini Fan Usb Charging rechargable battery,Rs. 541,computer products
"M2 to SATA Adapter M.2 to SATA Adapter M.2 NGFF Converter 2.5"" SATA3 Card B Key for 2230-2280 M2 SSD",Rs. 940,computer products
Gaming Mouse Pad Logilily L-16 Gaming MousePad Silk-Gliding (25cm x 21cm),Rs. 188,computer products
Bluetooth Earbuds Cleaning Pen With Soft Microfiber Brush For Small Parts and Holes Cleaner Earphones Cleaning Tool,Rs. 255,computer products
UGREEN RJ45 Splitter 1 to 2 Ethernet Adapter Internet Network Cable Extender RJ45 Connector Coupler for PC TV Box Router Cat6,"Rs. 1,818",computer products
Fast Charging Mobile Cables 100% Copper ORIGINAL Warner 1.2 Meter Micro USB 3.0 Data Cables,Rs. 300,computer products
Original Sports Wireless Magnetic Handfree Bluetooth Sports Wireless Earphone Genuine Bluetooth Handsfree with mic Good Quality Sound M5 Handsfree with Bluetooth Connectivity,Rs. 299,computer products
RGB GAMING KEYBOARD WITHOUT MOUSE BACKLIT VERTUX WIRED BEST FOR GAMING -HOME & OFFICE USE,"Rs. 1,699",computer products
Daraz Like New Laptops - HP ELITEBOOK 840-G5 8TH GENERATION INTEL CORE-I5 8250u PROCESSOR 16GB RAM 512GB SSD FHD 14.1’INCH (WINDOWS 11 ACTIVATED) FREE LAPTOP BAG,"Rs. 91,499",computer products
Daraz Like New Laptops - Lenovo N21 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,"Rs. 11,749",computer products
"Daraz Like New Laptops - Microsoft Surface Pro 6 8th Gen 12.3"" Touch Screen Intel Core i7 8GB RAM 256GB SSD Windows 10","Rs. 97,499",computer products
Mini Portable Hand Fan- USB Rechargeable Air Cooling Fan,Rs. 649,computer products
"AirPods Pro 2 ANC , airpod with noise cancellation","Rs. 4,499",computer products
"Original 67W Turbo Charger with Free 6A Super Fast Turbo Charging Cable Type C for Mi 11 Pro, Mi 11 Ultra, Mi 11T, Poco F3, Poco X3 GT, Poco F3 GT. Turbo Charger 67W Fast Charge Power QC 4.0 Adapter GAN For Redmi 10 Pro, Mi 10T, Poco M3-33W, 55W, 120W.","Rs. 2,735",computer products
64GB SAMSUNG USB Flash Drive-6 months warranty,Rs. 780,computer products
